time_stamp,loc_id,num_of_people
2017-11-07 15,30,486
2017-11-07 15,31,1320
2017-11-07 15,32,373
2017-11-07 15,33,901
2017-11-07 16,1,804
2017-11-07 16,2,705
2017-11-07 16,3,1110
2017-11-07 16,4,313
2017-11-07 16,5,797
2017-11-07 16,6,466
2017-11-07 16,7,304
2017-11-07 16,8,2382
2017-11-07 16,9,244
2017-11-07 16,10,1051
2017-11-07 16,11,415
2017-11-07 16,12,2313
2017-11-07 16,13,268
2017-11-07 16,14,615
2017-11-07 16,15,597
2017-11-07 16,16,718
2017-11-07 16,17,580
2017-11-07 16,18,435
2017-11-07 16,19,642
2017-11-07 16,20,1019
2017-11-07 16,21,358
2017-11-07 16,22,286
2017-11-07 16,23,240
2017-11-07 16,24,983
2017-11-07 16,25,617
2017-11-07 16,26,425
2017-11-07 16,27,548
2017-11-07 16,28,519
2017-11-07 16,29,1143
2017-11-07 16,30,393
2017-11-07 16,31,1065
2017-11-07 16,32,305
2017-11-07 16,33,468
2017-11-07 17,1,828
2017-11-07 17,2,1069
2017-11-07 17,3,2234
2017-11-07 17,4,894
2017-11-07 17,5,658
2017-11-07 17,6,1355
2017-11-07 17,7,419
2017-11-07 17,8,7598
2017-11-07 17,9,350
2017-11-07 17,10,3616
2017-11-07 17,11,837
2017-11-07 17,12,7002
2017-11-07 17,13,574
2017-11-07 17,14,698
2017-11-07 17,15,598
2017-11-07 17,16,1176
2017-11-07 17,17,1345
2017-11-07 17,18,515
2017-11-07 17,19,998
2017-11-07 17,20,1960
2017-11-07 17,21,986
2017-11-07 17,22,612
2017-11-07 17,23,664
2017-11-07 17,24,1627
2017-11-07 17,25,1311
2017-11-07 17,26,870
2017-11-07 17,27,1034
2017-11-07 17,28,1111
2017-11-07 17,29,3747
2017-11-07 17,30,888
2017-11-07 17,31,2229
2017-11-07 17,32,698
2017-11-07 17,33,1012
2017-11-07 18,1,817
2017-11-07 18,2,940
2017-11-07 18,3,1873
2017-11-07 18,4,870
2017-11-07 18,5,757
2017-11-07 18,6,1463
2017-11-07 18,7,577
2017-11-07 18,8,6140
2017-11-07 18,9,425
2017-11-07 18,10,2560
2017-11-07 18,11,726
2017-11-07 18,12,6202
2017-11-07 18,13,589
2017-11-07 18,14,569
2017-11-07 18,15,738
2017-11-07 18,16,580
2017-11-07 18,17,1377
2017-11-07 18,18,478
2017-11-07 18,19,845
2017-11-07 18,20,1523
2017-11-07 18,21,1189
2017-11-07 18,22,367
2017-11-07 18,23,633
2017-11-07 18,24,1113
2017-11-07 18,25,1606
2017-11-07 18,26,686
2017-11-07 18,27,470
2017-11-07 18,28,1201
2017-11-07 18,29,2888
2017-11-07 18,30,765
2017-11-07 18,31,1910
2017-11-07 18,32,690
2017-11-07 18,33,498
2017-11-07 19,1,660
2017-11-07 19,2,776
2017-11-07 19,3,1286
2017-11-07 19,4,563
2017-11-07 19,5,696
2017-11-07 19,6,988
2017-11-07 19,7,360
2017-11-07 19,8,3357
2017-11-07 19,9,396
2017-11-07 19,10,1926
2017-11-07 19,11,444
2017-11-07 19,12,3251
2017-11-07 19,13,375
2017-11-07 19,14,389
2017-11-07 19,15,610
2017-11-07 19,16,272
2017-11-07 19,17,1103
2017-11-07 19,18,461
2017-11-07 19,19,743
2017-11-07 19,20,1154
2017-11-07 19,21,740
2017-11-07 19,22,265
2017-11-07 19,23,379
2017-11-07 19,24,640
2017-11-07 19,25,942
2017-11-07 19,26,502
2017-11-07 19,27,268
2017-11-07 19,28,979
2017-11-07 19,29,1960
2017-11-07 19,30,566
2017-11-07 19,31,1305
2017-11-07 19,32,488
2017-11-07 19,33,272
2017-11-07 20,1,774
2017-11-07 20,2,548
2017-11-07 20,3,1103
2017-11-07 20,4,550
2017-11-07 20,5,727
2017-11-07 20,6,824
2017-11-07 20,7,351
2017-11-07 20,8,2487
2017-11-07 20,9,272
2017-11-07 20,10,1224
2017-11-07 20,11,555
2017-11-07 20,12,2231
2017-11-07 20,13,441
2017-11-07 20,14,357
2017-11-07 20,15,886
2017-11-07 20,16,350
2017-11-07 20,17,866
2017-11-07 20,18,381
2017-11-07 20,19,497
2017-11-07 20,20,832
2017-11-07 20,21,682
2017-11-07 20,22,209
2017-11-07 20,23,368
2017-11-07 20,24,621
2017-11-07 20,25,766
2017-11-07 20,26,499
2017-11-07 20,27,263
2017-11-07 20,28,793
2017-11-07 20,29,1476
2017-11-07 20,30,545
2017-11-07 20,31,1160
2017-11-07 20,32,353
2017-11-07 20,33,275
2017-11-07 21,1,577
2017-11-07 21,2,680
2017-11-07 21,3,1135
2017-11-07 21,4,637
2017-11-07 21,5,533
2017-11-07 21,6,765
2017-11-07 21,7,339
2017-11-07 21,8,2297
2017-11-07 21,9,278
2017-11-07 21,10,663
2017-11-07 21,11,583
2017-11-07 21,12,1896
2017-11-07 21,13,460
2017-11-07 21,14,276
2017-11-07 21,15,809
2017-11-07 21,16,287
2017-11-07 21,17,1059
2017-11-07 21,18,493
2017-11-07 21,19,593
2017-11-07 21,20,773
2017-11-07 21,21,772
2017-11-07 21,22,279
2017-11-07 21,23,431
2017-11-07 21,24,587
2017-11-07 21,25,790
2017-11-07 21,26,511
2017-11-07 21,27,293
2017-11-07 21,28,968
2017-11-07 21,29,1039
2017-11-07 21,30,724
2017-11-07 21,31,1266
2017-11-07 21,32,398
2017-11-07 21,33,278
2017-11-07 22,1,768
2017-11-07 22,2,992
2017-11-07 22,3,1676
2017-11-07 22,4,756
2017-11-07 22,5,683
2017-11-07 22,6,1208
2017-11-07 22,7,270
2017-11-07 22,8,2781
2017-11-07 22,9,240
2017-11-07 22,10,537
2017-11-07 22,11,505
2017-11-07 22,12,2438
2017-11-07 22,13,425
2017-11-07 22,14,322
2017-11-07 22,15,504
2017-11-07 22,16,256
2017-11-07 22,17,1466
2017-11-07 22,18,510
2017-11-07 22,19,721
2017-11-07 22,20,872
2017-11-07 22,21,972
2017-11-07 22,22,152
2017-11-07 22,23,288
2017-11-07 22,24,609
2017-11-07 22,25,1020
2017-11-07 22,26,425
2017-11-07 22,27,359
2017-11-07 22,28,1217
2017-11-07 22,29,769
2017-11-07 22,30,690
2017-11-07 22,31,1685
2017-11-07 22,32,603
2017-11-07 22,33,357
2017-11-07 23,1,519
2017-11-07 23,2,717
2017-11-07 23,3,670
2017-11-07 23,4,521
2017-11-07 23,5,455
2017-11-07 23,6,1175
2017-11-07 23,7,196
2017-11-07 23,8,754
2017-11-07 23,9,407
2017-11-07 23,10,284
2017-11-07 23,11,595
2017-11-07 23,12,741
2017-11-07 23,13,251
2017-11-07 23,14,153
2017-11-07 23,15,119
2017-11-07 23,16,90
2017-11-07 23,17,1086
2017-11-07 23,18,373
2017-11-07 23,19,392
2017-11-07 23,20,405
2017-11-07 23,21,683
2017-11-07 23,22,12
2017-11-07 23,23,721
2017-11-07 23,24,207
2017-11-07 23,25,393
2017-11-07 23,26,251
2017-11-07 23,27,113
2017-11-07 23,28,734
2017-11-07 23,29,405
2017-11-07 23,30,482
2017-11-07 23,31,657
2017-11-07 23,32,275
2017-11-07 23,33,114
2017-11-08 00,1,808
2017-11-08 00,2,861
2017-11-08 00,3,109
2017-11-08 00,4,333
2017-11-08 00,5,227
2017-11-08 00,6,749
2017-11-08 00,7,157
2017-11-08 00,8,180
2017-11-08 00,9,334
2017-11-08 00,10,42
2017-11-08 00,11,503
2017-11-08 00,12,193
2017-11-08 00,13,49
2017-11-08 00,14,78
2017-11-08 00,15,18
2017-11-08 00,16,10
2017-11-08 00,17,586
2017-11-08 00,18,385
2017-11-08 00,19,299
2017-11-08 00,20,37
2017-11-08 00,21,863
2017-11-08 00,22,1
2017-11-08 00,23,605
2017-11-08 00,24,7
2017-11-08 00,25,808
2017-11-08 00,26,78
2017-11-08 00,27,22
2017-11-08 00,28,392
2017-11-08 00,29,59
2017-11-08 00,30,428
2017-11-08 00,31,192
2017-11-08 00,32,57
2017-11-08 00,33,22
2017-11-08 01,1,567
2017-11-08 01,2,738
2017-11-08 01,3,76
2017-11-08 01,4,136
2017-11-08 01,5,135
2017-11-08 01,6,303
2017-11-08 01,7,88
2017-11-08 01,8,22
2017-11-08 01,9,307
2017-11-08 01,10,18
2017-11-08 01,11,311
2017-11-08 01,12,21
2017-11-08 01,13,14
2017-11-08 01,14,80
2017-11-08 01,15,12
2017-11-08 01,16,4
2017-11-08 01,17,221
2017-11-08 01,18,416
2017-11-08 01,19,252
2017-11-08 01,20,21
2017-11-08 01,21,668
2017-11-08 01,22,1
2017-11-08 01,23,477
2017-11-08 01,24,4
2017-11-08 01,25,711
2017-11-08 01,26,15
2017-11-08 01,27,19
2017-11-08 01,28,142
2017-11-08 01,29,23
2017-11-08 01,30,374
2017-11-08 01,31,102
2017-11-08 01,32,30
2017-11-08 01,33,20
2017-11-08 02,1,326
2017-11-08 02,2,797
2017-11-08 02,3,53
2017-11-08 02,4,137
2017-11-08 02,5,77
2017-11-08 02,6,249
2017-11-08 02,7,64
2017-11-08 02,8,8
2017-11-08 02,9,211
2017-11-08 02,10,6
2017-11-08 02,11,113
2017-11-08 02,12,10
2017-11-08 02,13,11
2017-11-08 02,14,78
2017-11-08 02,15,12
2017-11-08 02,16,4
2017-11-08 02,17,233
2017-11-08 02,18,374
2017-11-08 02,19,245
2017-11-08 02,20,21
2017-11-08 02,21,631
2017-11-08 02,22,1
2017-11-08 02,23,675
2017-11-08 02,24,3
2017-11-08 02,25,685
2017-11-08 02,26,6
2017-11-08 02,27,23
2017-11-08 02,28,53
2017-11-08 02,29,6
2017-11-08 02,30,382
2017-11-08 02,31,53
2017-11-08 02,32,21
2017-11-08 02,33,17
2017-11-08 03,1,359
2017-11-08 03,2,1046
2017-11-08 03,3,48
2017-11-08 03,4,72
2017-11-08 03,5,74
2017-11-08 03,6,181
2017-11-08 03,7,58
2017-11-08 03,8,10
2017-11-08 03,9,224
2017-11-08 03,10,4
2017-11-08 03,11,100
2017-11-08 03,12,12
2017-11-08 03,13,13
2017-11-08 03,14,70
2017-11-08 03,15,10
2017-11-08 03,16,5
2017-11-08 03,17,282
2017-11-08 03,18,356
2017-11-08 03,19,364
2017-11-08 03,20,17
2017-11-08 03,21,366
2017-11-08 03,22,1
2017-11-08 03,23,534
2017-11-08 03,24,2
2017-11-08 03,25,753
2017-11-08 03,26,7
2017-11-08 03,27,25
2017-11-08 03,28,43
2017-11-08 03,29,6
2017-11-08 03,30,303
2017-11-08 03,31,35
2017-11-08 03,32,29
2017-11-08 03,33,18
2017-11-08 04,1,373
2017-11-08 04,2,1042
2017-11-08 04,3,52
2017-11-08 04,4,77
2017-11-08 04,5,70
2017-11-08 04,6,148
2017-11-08 04,7,78
2017-11-08 04,8,23
2017-11-08 04,9,131
2017-11-08 04,10,16
2017-11-08 04,11,125
2017-11-08 04,12,28
2017-11-08 04,13,11
2017-11-08 04,14,79
2017-11-08 04,15,10
2017-11-08 04,16,6
2017-11-08 04,17,209
2017-11-08 04,18,227
2017-11-08 04,19,433
2017-11-08 04,20,19
2017-11-08 04,21,539
2017-11-08 04,22,1
2017-11-08 04,23,506
2017-11-08 04,24,5
2017-11-08 04,25,742
2017-11-08 04,26,11
2017-11-08 04,27,14
2017-11-08 04,28,42
2017-11-08 04,29,21
2017-11-08 04,30,295
2017-11-08 04,31,32
2017-11-08 04,32,29
2017-11-08 04,33,20
2017-11-08 05,1,445
2017-11-08 05,2,756
2017-11-08 05,3,67
2017-11-08 05,4,70
2017-11-08 05,5,115
2017-11-08 05,6,160
2017-11-08 05,7,44
2017-11-08 05,8,94
2017-11-08 05,9,102
2017-11-08 05,10,24
2017-11-08 05,11,129
2017-11-08 05,12,110
2017-11-08 05,13,38
2017-11-08 05,14,72
2017-11-08 05,15,16
2017-11-08 05,16,13
2017-11-08 05,17,215
2017-11-08 05,18,271
2017-11-08 05,19,151
2017-11-08 05,20,38
2017-11-08 05,21,597
2017-11-08 05,22,2
2017-11-08 05,23,630
2017-11-08 05,24,9
2017-11-08 05,25,567
2017-11-08 05,26,31
2017-11-08 05,27,22
2017-11-08 05,28,82
2017-11-08 05,29,46
2017-11-08 05,30,250
2017-11-08 05,31,64
2017-11-08 05,32,41
2017-11-08 05,33,26
2017-11-08 06,1,354
2017-11-08 06,2,597
2017-11-08 06,3,148
2017-11-08 06,4,161
2017-11-08 06,5,139
2017-11-08 06,6,332
2017-11-08 06,7,83
2017-11-08 06,8,387
2017-11-08 06,9,72
2017-11-08 06,10,181
2017-11-08 06,11,188
2017-11-08 06,12,443
2017-11-08 06,13,59
2017-11-08 06,14,111
2017-11-08 06,15,45
2017-11-08 06,16,50
2017-11-08 06,17,281
2017-11-08 06,18,216
2017-11-08 06,19,222
2017-11-08 06,20,47
2017-11-08 06,21,446
2017-11-08 06,22,12
2017-11-08 06,23,513
2017-11-08 06,24,132
2017-11-08 06,25,248
2017-11-08 06,26,99
2017-11-08 06,27,65
2017-11-08 06,28,187
2017-11-08 06,29,242
2017-11-08 06,30,369
2017-11-08 06,31,144
2017-11-08 06,32,73
2017-11-08 06,33,72
2017-11-08 07,1,594
2017-11-08 07,2,889
2017-11-08 07,3,780
2017-11-08 07,4,303
2017-11-08 07,5,490
2017-11-08 07,6,1016
2017-11-08 07,7,303
2017-11-08 07,8,2520
2017-11-08 07,9,230
2017-11-08 07,10,1029
2017-11-08 07,11,576
2017-11-08 07,12,2682
2017-11-08 07,13,360
2017-11-08 07,14,324
2017-11-08 07,15,345
2017-11-08 07,16,355
2017-11-08 07,17,887
2017-11-08 07,18,304
2017-11-08 07,19,841
2017-11-08 07,20,307
2017-11-08 07,21,397
2017-11-08 07,22,287
2017-11-08 07,23,544
2017-11-08 07,24,687
2017-11-08 07,25,459
2017-11-08 07,26,400
2017-11-08 07,27,261
2017-11-08 07,28,774
2017-11-08 07,29,1422
2017-11-08 07,30,606
2017-11-08 07,31,959
2017-11-08 07,32,287
2017-11-08 07,33,251
2017-11-08 08,1,867
2017-11-08 08,2,546
2017-11-08 08,3,1198
2017-11-08 08,4,533
2017-11-08 08,5,759
2017-11-08 08,6,804
2017-11-08 08,7,351
2017-11-08 08,8,3401
2017-11-08 08,9,238
2017-11-08 08,10,2027
2017-11-08 08,11,482
2017-11-08 08,12,3900
2017-11-08 08,13,471
2017-11-08 08,14,520
2017-11-08 08,15,350
2017-11-08 08,16,597
2017-11-08 08,17,969
2017-11-08 08,18,549
2017-11-08 08,19,424
2017-11-08 08,20,1385
2017-11-08 08,21,738
2017-11-08 08,22,331
2017-11-08 08,23,267
2017-11-08 08,24,1053
2017-11-08 08,25,836
2017-11-08 08,26,496
2017-11-08 08,27,349
2017-11-08 08,28,831
2017-11-08 08,29,2546
2017-11-08 08,30,925
2017-11-08 08,31,1393
2017-11-08 08,32,502
2017-11-08 08,33,248
2017-11-08 09,1,832
2017-11-08 09,2,506
2017-11-08 09,3,1171
2017-11-08 09,4,515
2017-11-08 09,5,701
2017-11-08 09,6,668
2017-11-08 09,7,261
2017-11-08 09,8,2789
2017-11-08 09,9,206
2017-11-08 09,10,1178
2017-11-08 09,11,529
2017-11-08 09,12,2963
2017-11-08 09,13,335
2017-11-08 09,14,627
2017-11-08 09,15,722
2017-11-08 09,16,1033
2017-11-08 09,17,892
2017-11-08 09,18,352
2017-11-08 09,19,354
2017-11-08 09,20,1853
2017-11-08 09,21,677
2017-11-08 09,22,687
2017-11-08 09,23,315
2017-11-08 09,24,1648
2017-11-08 09,25,787
2017-11-08 09,26,390
2017-11-08 09,27,732
2017-11-08 09,28,792
2017-11-08 09,29,1910
2017-11-08 09,30,635
2017-11-08 09,31,1256
2017-11-08 09,32,369
2017-11-08 09,33,526
2017-11-08 10,1,571
2017-11-08 10,2,418
2017-11-08 10,3,978
2017-11-08 10,4,385
2017-11-08 10,5,599
2017-11-08 10,6,516
2017-11-08 10,7,237
2017-11-08 10,8,2135
2017-11-08 10,9,186
2017-11-08 10,10,901
2017-11-08 10,11,515
2017-11-08 10,12,1961
2017-11-08 10,13,176
2017-11-08 10,14,486
2017-11-08 10,15,492
2017-11-08 10,16,870
2017-11-08 10,17,710
2017-11-08 10,18,302
2017-11-08 10,19,335
2017-11-08 10,20,1634
2017-11-08 10,21,513
2017-11-08 10,22,346
2017-11-08 10,23,266
2017-11-08 10,24,1210
2017-11-08 10,25,620
2017-11-08 10,26,229
2017-11-08 10,27,2256
2017-11-08 10,28,609
2017-11-08 10,29,1438
2017-11-08 10,30,420
2017-11-08 10,31,1103
2017-11-08 10,32,417
2017-11-08 10,33,2001
2017-11-08 11,1,682
2017-11-08 11,2,731
2017-11-08 11,3,1478
2017-11-08 11,4,860
2017-11-08 11,5,544
2017-11-08 11,6,972
2017-11-08 11,7,363
2017-11-08 11,8,5991
2017-11-08 11,9,280
2017-11-08 11,10,4186
2017-11-08 11,11,868
2017-11-08 11,12,5971
2017-11-08 11,13,431
2017-11-08 11,14,535
2017-11-08 11,15,720
2017-11-08 11,16,980
2017-11-08 11,17,1207
2017-11-08 11,18,436
2017-11-08 11,19,487
2017-11-08 11,20,2108
2017-11-08 11,21,993
2017-11-08 11,22,466
2017-11-08 11,23,451
2017-11-08 11,24,1713
2017-11-08 11,25,1012
2017-11-08 11,26,648
2017-11-08 11,27,1737
2017-11-08 11,28,1063
2017-11-08 11,29,4393
2017-11-08 11,30,841
2017-11-08 11,31,1912
2017-11-08 11,32,547
2017-11-08 11,33,1277
2017-11-08 12,1,1434
2017-11-08 12,2,999
2017-11-08 12,3,2270
2017-11-08 12,4,1226
2017-11-08 12,5,1384
2017-11-08 12,6,1713
2017-11-08 12,7,540
2017-11-08 12,8,8051
2017-11-08 12,9,417
2017-11-08 12,10,6706
2017-11-08 12,11,1380
2017-11-08 12,12,8311
2017-11-08 12,13,667
2017-11-08 12,14,549
2017-11-08 12,15,688
2017-11-08 12,16,772
2017-11-08 12,17,2044
2017-11-08 12,18,567
2017-11-08 12,19,776
2017-11-08 12,20,1613
2017-11-08 12,21,1521
2017-11-08 12,22,401
2017-11-08 12,23,707
2017-11-08 12,24,1519
2017-11-08 12,25,2086
2017-11-08 12,26,978
2017-11-08 12,27,662
2017-11-08 12,28,1761
2017-11-08 12,29,6506
2017-11-08 12,30,1144
2017-11-08 12,31,3070
2017-11-08 12,32,1158
2017-11-08 12,33,539
2017-11-08 13,1,751
2017-11-08 13,2,656
2017-11-08 13,3,1462
2017-11-08 13,4,654
2017-11-08 13,5,756
2017-11-08 13,6,979
2017-11-08 13,7,359
2017-11-08 13,8,3938
2017-11-08 13,9,296
2017-11-08 13,10,1356
2017-11-08 13,11,712
2017-11-08 13,12,3991
2017-11-08 13,13,392
2017-11-08 13,14,483
2017-11-08 13,15,728
2017-11-08 13,16,635
2017-11-08 13,17,1038
2017-11-08 13,18,500
2017-11-08 13,19,548
2017-11-08 13,20,1837
2017-11-08 13,21,794
2017-11-08 13,22,226
2017-11-08 13,23,475
2017-11-08 13,24,1008
2017-11-08 13,25,1087
2017-11-08 13,26,472
2017-11-08 13,27,428
2017-11-08 13,28,955
2017-11-08 13,29,2106
2017-11-08 13,30,720
2017-11-08 13,31,1721
2017-11-08 13,32,631
2017-11-08 13,33,386
2017-11-08 14,1,627
2017-11-08 14,2,522
2017-11-08 14,3,1040
2017-11-08 14,4,639
2017-11-08 14,5,617
2017-11-08 14,6,795
2017-11-08 14,7,303
2017-11-08 14,8,2312
2017-11-08 14,9,277
2017-11-08 14,10,729
2017-11-08 14,11,611
2017-11-08 14,12,2468
2017-11-08 14,13,472
2017-11-08 14,14,614
2017-11-08 14,15,926
2017-11-08 14,16,665
2017-11-08 14,17,821
2017-11-08 14,18,423
2017-11-08 14,19,420
2017-11-08 14,20,2501
2017-11-08 14,21,868
2017-11-08 14,22,281
2017-11-08 14,23,349
2017-11-08 14,24,1044
2017-11-08 14,25,1061
2017-11-08 14,26,554
2017-11-08 14,27,393
2017-11-08 14,28,753
2017-11-08 14,29,1399
2017-11-08 14,30,649
2017-11-08 14,31,1332
2017-11-08 14,32,416
2017-11-08 14,33,353
2017-11-08 15,1,397
2017-11-08 15,2,493
2017-11-08 15,3,831
2017-11-08 15,4,331
2017-11-08 15,5,364
2017-11-08 15,6,505
2017-11-08 15,7,277
2017-11-08 15,8,2299
2017-11-08 15,9,218
2017-11-08 15,10,842
2017-11-08 15,11,551
2017-11-08 15,12,2175
2017-11-08 15,13,261
2017-11-08 15,14,740
2017-11-08 15,15,904
2017-11-08 15,16,857
2017-11-08 15,17,601
2017-11-08 15,18,309
2017-11-08 15,19,352
2017-11-08 15,20,1857
2017-11-08 15,21,490
2017-11-08 15,22,293
2017-11-08 15,23,317
2017-11-08 15,24,850
2017-11-08 15,25,741
2017-11-08 15,26,382
2017-11-08 15,27,550
2017-11-08 15,28,530
2017-11-08 15,29,1176
2017-11-08 15,30,480
2017-11-08 15,31,875
2017-11-08 15,32,361
2017-11-08 15,33,519
2017-11-08 16,1,541
2017-11-08 16,2,539
2017-11-08 16,3,1031
2017-11-08 16,4,342
2017-11-08 16,5,504
2017-11-08 16,6,567
2017-11-08 16,7,279
2017-11-08 16,8,2756
2017-11-08 16,9,208
2017-11-08 16,10,1346
2017-11-08 16,11,530
2017-11-08 16,12,2691
2017-11-08 16,13,249
2017-11-08 16,14,432
2017-11-08 16,15,795
2017-11-08 16,16,744
2017-11-08 16,17,700
2017-11-08 16,18,381
2017-11-08 16,19,389
2017-11-08 16,20,1431
2017-11-08 16,21,544
2017-11-08 16,22,264
2017-11-08 16,23,386
2017-11-08 16,24,993
2017-11-08 16,25,703
2017-11-08 16,26,449
2017-11-08 16,27,731
2017-11-08 16,28,622
2017-11-08 16,29,1286
2017-11-08 16,30,477
2017-11-08 16,31,1128
2017-11-08 16,32,448
2017-11-08 16,33,762
2017-11-08 17,1,843
2017-11-08 17,2,983
2017-11-08 17,3,1553
2017-11-08 17,4,700
2017-11-08 17,5,838
2017-11-08 17,6,876
2017-11-08 17,7,392
2017-11-08 17,8,6087
2017-11-08 17,9,271
2017-11-08 17,10,4179
2017-11-08 17,11,998
2017-11-08 17,12,6007
2017-11-08 17,13,433
2017-11-08 17,14,999
2017-11-08 17,15,864
2017-11-08 17,16,606
2017-11-08 17,17,1085
2017-11-08 17,18,731
2017-11-08 17,19,715
2017-11-08 17,20,1978
2017-11-08 17,21,962
2017-11-08 17,22,416
2017-11-08 17,23,660
2017-11-08 17,24,1689
2017-11-08 17,25,1369
2017-11-08 17,26,785
2017-11-08 17,27,876
2017-11-08 17,28,974
2017-11-08 17,29,4293
2017-11-08 17,30,881
2017-11-08 17,31,1915
2017-11-08 17,32,656
2017-11-08 17,33,764
2017-11-08 18,1,718
2017-11-08 18,2,792
2017-11-08 18,3,1541
2017-11-08 18,4,764
2017-11-08 18,5,768
2017-11-08 18,6,1217
2017-11-08 18,7,520
2017-11-08 18,8,6229
2017-11-08 18,9,319
2017-11-08 18,10,3095
2017-11-08 18,11,818
2017-11-08 18,12,6733
2017-11-08 18,13,479
2017-11-08 18,14,864
2017-11-08 18,15,734
2017-11-08 18,16,547
2017-11-08 18,17,1180
2017-11-08 18,18,601
2017-11-08 18,19,673
2017-11-08 18,20,1641
2017-11-08 18,21,1002
2017-11-08 18,22,245
2017-11-08 18,23,500
2017-11-08 18,24,1957
2017-11-08 18,25,1378
2017-11-08 18,26,594
2017-11-08 18,27,732
2017-11-08 18,28,997
2017-11-08 18,29,3341
2017-11-08 18,30,893
2017-11-08 18,31,2076
2017-11-08 18,32,667
2017-11-08 18,33,708
2017-11-08 19,1,501
2017-11-08 19,2,603
2017-11-08 19,3,994
2017-11-08 19,4,575
2017-11-08 19,5,501
2017-11-08 19,6,715
2017-11-08 19,7,397
2017-11-08 19,8,3539
2017-11-08 19,9,241
2017-11-08 19,10,1423
2017-11-08 19,11,605
2017-11-08 19,12,3623
2017-11-08 19,13,381
2017-11-08 19,14,469
2017-11-08 19,15,300
2017-11-08 19,16,389
2017-11-08 19,17,760
2017-11-08 19,18,573
2017-11-08 19,19,466
2017-11-08 19,20,1201
2017-11-08 19,21,734
2017-11-08 19,22,165
2017-11-08 19,23,359
2017-11-08 19,24,957
2017-11-08 19,25,871
2017-11-08 19,26,481
2017-11-08 19,27,369
2017-11-08 19,28,689
2017-11-08 19,29,1663
2017-11-08 19,30,645
2017-11-08 19,31,1276
2017-11-08 19,32,414
2017-11-08 19,33,357
2017-11-08 20,1,672
2017-11-08 20,2,589
2017-11-08 20,3,889
2017-11-08 20,4,537
2017-11-08 20,5,669
2017-11-08 20,6,597
2017-11-08 20,7,301
2017-11-08 20,8,2564
2017-11-08 20,9,224
2017-11-08 20,10,1432
2017-11-08 20,11,493
2017-11-08 20,12,2533
2017-11-08 20,13,330
2017-11-08 20,14,437
2017-11-08 20,15,474
2017-11-08 20,16,458
2017-11-08 20,17,847
2017-11-08 20,18,402
2017-11-08 20,19,570
2017-11-08 20,20,1005
2017-11-08 20,21,620
2017-11-08 20,22,196
2017-11-08 20,23,345
2017-11-08 20,24,1071
2017-11-08 20,25,873
2017-11-08 20,26,358
2017-11-08 20,27,618
2017-11-08 20,28,821
2017-11-08 20,29,1448
2017-11-08 20,30,629
2017-11-08 20,31,1162
2017-11-08 20,32,348
2017-11-08 20,33,645
2017-11-08 21,1,861
2017-11-08 21,2,740
2017-11-08 21,3,1017
2017-11-08 21,4,629
2017-11-08 21,5,850
2017-11-08 21,6,929
2017-11-08 21,7,344
2017-11-08 21,8,2244
2017-11-08 21,9,189
2017-11-08 21,10,775
2017-11-08 21,11,667
2017-11-08 21,12,2238
2017-11-08 21,13,365
2017-11-08 21,14,488
2017-11-08 21,15,378
2017-11-08 21,16,385
2017-11-08 21,17,986
2017-11-08 21,18,614
2017-11-08 21,19,608
2017-11-08 21,20,785
2017-11-08 21,21,713
2017-11-08 21,22,230
2017-11-08 21,23,454
2017-11-08 21,24,837
2017-11-08 21,25,864
2017-11-08 21,26,443
2017-11-08 21,27,317
2017-11-08 21,28,1000
2017-11-08 21,29,1189
2017-11-08 21,30,974
2017-11-08 21,31,1441
2017-11-08 21,32,416
2017-11-08 21,33,373
2017-11-08 22,1,803
2017-11-08 22,2,858
2017-11-08 22,3,1225
2017-11-08 22,4,760
2017-11-08 22,5,824
2017-11-08 22,6,1189
2017-11-08 22,7,292
2017-11-08 22,8,2476
2017-11-08 22,9,177
2017-11-08 22,10,379
2017-11-08 22,11,631
2017-11-08 22,12,2358
2017-11-08 22,13,442
2017-11-08 22,14,253
2017-11-08 22,15,393
2017-11-08 22,16,205
2017-11-08 22,17,1276
2017-11-08 22,18,695
2017-11-08 22,19,758
2017-11-08 22,20,900
2017-11-08 22,21,1113
2017-11-08 22,22,165
2017-11-08 22,23,469
2017-11-08 22,24,532
2017-11-08 22,25,1165
2017-11-08 22,26,460
2017-11-08 22,27,243
2017-11-08 22,28,1096
2017-11-08 22,29,658
2017-11-08 22,30,841
2017-11-08 22,31,1516
2017-11-08 22,32,438
2017-11-08 22,33,246
2017-11-08 23,1,433
2017-11-08 23,2,684
2017-11-08 23,3,471
2017-11-08 23,4,708
2017-11-08 23,5,448
2017-11-08 23,6,744
2017-11-08 23,7,186
2017-11-08 23,8,686
2017-11-08 23,9,235
2017-11-08 23,10,202
2017-11-08 23,11,586
2017-11-08 23,12,608
2017-11-08 23,13,201
2017-11-08 23,14,118
2017-11-08 23,15,113
2017-11-08 23,16,57
2017-11-08 23,17,736
2017-11-08 23,18,642
2017-11-08 23,19,419
2017-11-08 23,20,277
2017-11-08 23,21,737
2017-11-08 23,22,19
2017-11-08 23,23,799
2017-11-08 23,24,137
2017-11-08 23,25,324
2017-11-08 23,26,179
2017-11-08 23,27,80
2017-11-08 23,28,646
2017-11-08 23,29,355
2017-11-08 23,30,575
2017-11-08 23,31,519
2017-11-08 23,32,163
